ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt,Freight,TotalSalesAmount,Profit
378,20130429,20130511,20130506,22903,19,6,SO56996,1,1554.9479,1554.9479,2443.35,195.468,61.0838,2699.9017999999996,888.4021
540,20130429,20130511,20130506,22903,19,6,SO56996,1,12.1924,12.1924,32.6,2.608,0.815,36.022999999999996,20.407600000000002
363,20130429,20130511,20130506,11696,100,1,SO56997,1,1251.9813,1251.9813,2294.99,183.5992,57.3748,2535.964,1043.0086999999999
355,20130429,20130511,20130506,13190,100,4,SO56998,1,1265.6195,1265.6195,2319.99,185.5992,57.9998,2563.589,1054.3704999999998
565,20130429,20130511,20130506,14833,98,10,SO56999,1,461.4448,461.4448,742.35,59.388,18.5588,820.2968000000001,280.90520000000004
541,20130429,20130511,20130506,14833,98,10,SO56999,1,10.8423,10.8423,28.99,2.3192,0.7248,32.034,18.1477
606,20130429,20130511,20130506,27340,6,9,SO57000,1,343.6496,343.6496,539.99,43.1992,13.4998,596.6890000000001,196.3404
538,20130429,20130511,20130506,27340,6,9,SO57000,1,8.0373,8.0373,21.49,1.7192,0.5373,23.746499999999997,13.452699999999998
529,20130429,20130511,20130506,27340,6,9,SO57000,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
480,20130429,20130511,20130506,27340,6,9,SO57000,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
604,20130429,20130511,20130506,27299,6,9,SO57001,1,343.6496,343.6496,539.99,43.1992,13.4998,596.6890000000001,196.3404
574,20130429,20130511,20130506,29295,6,9,SO57002,1,1481.9379,1481.9379,2384.07,190.7256,59.6018,2634.3974000000003,902.1321000000003
575,20130429,20130511,20130506,28957,6,9,SO57003,1,1481.9379,1481.9379,2384.07,190.7256,59.6018,2634.3974000000003,902.1321000000003
217,20130429,20130511,20130506,28957,6,9,SO57003,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
214,20130429,20130511,20130506,11147,6,9,SO57004,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
355,20130429,20130511,20130506,11147,6,9,SO57004,1,1265.6195,1265.6195,2319.99,185.5992,57.9998,2563.589,1054.3704999999998
485,20130429,20130511,20130506,11147,6,9,SO57004,1,8.2205,8.2205,21.98,1.7584,0.5495,24.287899999999997,13.759500000000001
577,20130429,20130511,20130506,25379,100,1,SO57005,1,755.1508,755.1508,1214.85,97.188,30.3713,1342.4093,459.6991999999999
225,20130429,20130511,20130506,25049,100,4,SO57006,1,6.9223,6.9223,8.99,0.7192,0.2248,9.934000000000001,2.0677000000000003
561,20130429,20130511,20130506,25049,100,4,SO57006,1,1481.9379,1481.9379,2384.07,190.7256,59.6018,2634.3974000000003,902.1321000000003
390,20130429,20130511,20130506,19744,100,4,SO57007,1,713.0798,713.0798,1120.49,89.6392,28.0123,1238.1415000000002,407.41020000000003
228,20130429,20130511,20130506,19744,100,4,SO57007,1,38.4923,38.4923,49.99,3.9992,1.2498,55.239000000000004,11.497700000000002
225,20130429,20130511,20130506,19744,100,4,SO57007,1,6.9223,6.9223,8.99,0.7192,0.2248,9.934000000000001,2.0677000000000003
384,20130429,20130511,20130506,19867,100,4,SO57008,1,713.0798,713.0798,1120.49,89.6392,28.0123,1238.1415000000002,407.41020000000003
222,20130429,20130511,20130506,19867,100,4,SO57008,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
584,20130429,20130511,20130506,22541,100,8,SO57009,1,343.6496,343.6496,539.99,43.1992,13.4998,596.6890000000001,196.3404
479,20130429,20130511,20130506,22541,100,8,SO57009,1,3.3623,3.3623,8.99,0.7192,0.2248,9.934000000000001,5.627700000000001
477,20130429,20130511,20130506,22541,100,8,SO57009,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
217,20130429,20130511,20130506,22541,100,8,SO57009,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
584,20130429,20130511,20130506,13259,100,8,SO57010,1,343.6496,343.6496,539.99,43.1992,13.4998,596.6890000000001,196.3404
538,20130429,20130511,20130506,13259,100,8,SO57010,1,8.0373,8.0373,21.49,1.7192,0.5373,23.746499999999997,13.452699999999998
529,20130429,20130511,20130506,13259,100,8,SO57010,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
222,20130429,20130511,20130506,13259,100,8,SO57010,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
225,20130429,20130511,20130506,13259,100,8,SO57010,1,6.9223,6.9223,8.99,0.7192,0.2248,9.934000000000001,2.0677000000000003
234,20130429,20130511,20130506,13259,100,8,SO57010,1,38.4923,38.4923,49.99,3.9992,1.2498,55.239000000000004,11.497700000000002
561,20130429,20130511,20130506,12637,98,10,SO57011,1,1481.9379,1481.9379,2384.07,190.7256,59.6018,2634.3974000000003,902.1321000000003
222,20130429,20130511,20130506,12637,98,10,SO57011,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
388,20130430,20130512,20130507,23572,6,9,SO57191,1,713.0798,713.0798,1120.49,89.6392,28.0123,1238.1415000000002,407.41020000000003
488,20130430,20130512,20130507,23572,6,9,SO57191,1,41.5723,41.5723,53.99,4.3192,1.3498,59.659000000000006,12.417700000000004
529,20130430,20130512,20130507,11183,100,4,SO57192,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
480,20130430,20130512,20130507,11183,100,4,SO57192,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
485,20130430,20130512,20130507,16338,6,9,SO57193,1,8.2205,8.2205,21.98,1.7584,0.5495,24.287899999999997,13.759500000000001
214,20130430,20130512,20130507,16338,6,9,SO57193,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
490,20130430,20130512,20130507,16338,6,9,SO57193,1,41.5723,41.5723,53.99,4.3192,1.3498,59.659000000000006,12.417700000000004
465,20130430,20130512,20130507,28717,6,9,SO57194,1,9.1593,9.1593,24.49,1.9592,0.6123,27.0615,15.330699999999998
477,20130430,20130512,20130507,28717,6,9,SO57194,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
476,20130430,20130512,20130507,26762,6,9,SO57195,1,26.1763,26.1763,69.99,5.5992,1.7498,77.33899999999998,43.8137
471,20130430,20130512,20130507,26762,6,9,SO57195,1,23.749,23.749,63.5,5.08,1.5875,70.1675,39.751000000000005
541,20130430,20130512,20130507,19610,6,9,SO57196,1,10.8423,10.8423,28.99,2.3192,0.7248,32.034,18.1477
530,20130430,20130512,20130507,19610,6,9,SO57196,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
214,20130430,20130512,20130507,19610,6,9,SO57196,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
477,20130430,20130512,20130507,11068,6,9,SO57197,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
479,20130430,20130512,20130507,11068,6,9,SO57197,1,3.3623,3.3623,8.99,0.7192,0.2248,9.934000000000001,5.627700000000001
467,20130430,20130512,20130507,11068,6,9,SO57197,1,9.1593,9.1593,24.49,1.9592,0.6123,27.0615,15.330699999999998
488,20130430,20130512,20130507,11200,19,6,SO57198,1,41.5723,41.5723,53.99,4.3192,1.3498,59.659000000000006,12.417700000000004
225,20130430,20130512,20130507,11619,19,6,SO57199,1,6.9223,6.9223,8.99,0.7192,0.2248,9.934000000000001,2.0677000000000003
529,20130430,20130512,20130507,29073,100,1,SO57200,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
214,20130430,20130512,20130507,29073,100,1,SO57200,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
234,20130430,20130512,20130507,11840,100,4,SO57201,1,38.4923,38.4923,49.99,3.9992,1.2498,55.239000000000004,11.497700000000002
480,20130430,20130512,20130507,11331,19,6,SO57202,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
535,20130430,20130512,20130507,20106,19,6,SO57203,1,9.3463,9.3463,24.99,1.9992,0.6248,27.613999999999997,15.643699999999999
528,20130430,20130512,20130507,26680,100,1,SO57204,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
535,20130430,20130512,20130507,26680,100,1,SO57204,1,9.3463,9.3463,24.99,1.9992,0.6248,27.613999999999997,15.643699999999999
480,20130430,20130512,20130507,26680,100,1,SO57204,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
529,20130430,20130512,20130507,13701,19,6,SO57205,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
540,20130430,20130512,20130507,13701,19,6,SO57205,1,12.1924,12.1924,32.6,2.608,0.815,36.022999999999996,20.407600000000002
528,20130430,20130512,20130507,12970,19,6,SO57206,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
536,20130430,20130512,20130507,12970,19,6,SO57206,1,11.2163,11.2163,29.99,2.3992,0.7498,33.138999999999996,18.773699999999998
485,20130430,20130512,20130507,12970,19,6,SO57206,1,8.2205,8.2205,21.98,1.7584,0.5495,24.287899999999997,13.759500000000001
478,20130430,20130512,20130507,15376,19,6,SO57207,1,3.7363,3.7363,9.99,0.7992,0.2498,11.039000000000001,6.2537
477,20130430,20130512,20130507,15376,19,6,SO57207,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
478,20130430,20130512,20130507,21753,100,1,SO57208,1,3.7363,3.7363,9.99,0.7992,0.2498,11.039000000000001,6.2537
472,20130430,20130512,20130507,21753,100,1,SO57208,1,23.749,23.749,63.5,5.08,1.5875,70.1675,39.751000000000005
477,20130430,20130512,20130507,21753,100,1,SO57208,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
478,20130430,20130512,20130507,16950,19,6,SO57209,1,3.7363,3.7363,9.99,0.7992,0.2498,11.039000000000001,6.2537
477,20130430,20130512,20130507,16950,19,6,SO57209,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
225,20130430,20130512,20130507,16950,19,6,SO57209,1,6.9223,6.9223,8.99,0.7192,0.2248,9.934000000000001,2.0677000000000003
478,20130430,20130512,20130507,20530,100,1,SO57210,1,3.7363,3.7363,9.99,0.7992,0.2498,11.039000000000001,6.2537
477,20130430,20130512,20130507,20530,100,1,SO57210,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
214,20130430,20130512,20130507,20530,100,1,SO57210,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
489,20130430,20130512,20130507,20530,100,1,SO57210,1,41.5723,41.5723,53.99,4.3192,1.3498,59.659000000000006,12.417700000000004
475,20130430,20130512,20130507,27401,19,6,SO57211,1,26.1763,26.1763,69.99,5.5992,1.7498,77.33899999999998,43.8137
477,20130430,20130512,20130507,27022,19,6,SO57212,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
477,20130430,20130512,20130507,26173,19,6,SO57213,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
528,20130430,20130512,20130507,21691,19,6,SO57214,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
222,20130430,20130512,20130507,21691,19,6,SO57214,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
528,20130430,20130512,20130507,14919,100,4,SO57215,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
480,20130430,20130512,20130507,14919,100,4,SO57215,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
528,20130430,20130512,20130507,26699,19,6,SO57216,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
217,20130430,20130512,20130507,26699,19,6,SO57216,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
463,20130430,20130512,20130507,26699,19,6,SO57216,1,9.1593,9.1593,24.49,1.9592,0.6123,27.0615,15.330699999999998
535,20130430,20130512,20130507,16304,100,8,SO57217,1,9.3463,9.3463,24.99,1.9992,0.6248,27.613999999999997,15.643699999999999
465,20130430,20130512,20130507,16304,100,8,SO57217,1,9.1593,9.1593,24.49,1.9592,0.6123,27.0615,15.330699999999998
539,20130430,20130512,20130507,19923,100,7,SO57218,1,9.3463,9.3463,24.99,1.9992,0.6248,27.613999999999997,15.643699999999999
529,20130430,20130512,20130507,23965,100,8,SO57219,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
222,20130430,20130512,20130507,23965,100,8,SO57219,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
541,20130430,20130512,20130507,23745,100,7,SO57220,1,10.8423,10.8423,28.99,2.3192,0.7248,32.034,18.1477
530,20130430,20130512,20130507,23745,100,7,SO57220,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
480,20130430,20130512,20130507,23745,100,7,SO57220,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
484,20130430,20130512,20130507,23745,100,7,SO57220,1,2.9733,2.9733,7.95,0.636,0.1988,8.7848,4.9767
541,20130430,20130512,20130507,29436,100,8,SO57221,1,10.8423,10.8423,28.99,2.3192,0.7248,32.034,18.1477
537,20130430,20130512,20130507,11014,100,1,SO57222,1,13.09,13.09,35.0,2.8,0.875,38.675,21.91
528,20130430,20130512,20130507,11014,100,1,SO57222,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
217,20130430,20130512,20130507,11014,100,1,SO57222,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
465,20130430,20130512,20130507,11014,100,1,SO57222,1,9.1593,9.1593,24.49,1.9592,0.6123,27.0615,15.330699999999998
485,20130430,20130512,20130507,14090,100,4,SO57223,1,8.2205,8.2205,21.98,1.7584,0.5495,24.287899999999997,13.759500000000001
471,20130430,20130512,20130507,14090,100,4,SO57223,1,23.749,23.749,63.5,5.08,1.5875,70.1675,39.751000000000005
485,20130430,20130512,20130507,13187,100,4,SO57224,1,8.2205,8.2205,21.98,1.7584,0.5495,24.287899999999997,13.759500000000001
484,20130430,20130512,20130507,13187,100,4,SO57224,1,2.9733,2.9733,7.95,0.636,0.1988,8.7848,4.9767
372,20130430,20130512,20130507,20382,100,4,SO57225,1,1554.9479,1554.9479,2443.35,195.468,61.0838,2699.9017999999996,888.4021
540,20130430,20130512,20130507,20382,100,4,SO57225,1,12.1924,12.1924,32.6,2.608,0.815,36.022999999999996,20.407600000000002
529,20130430,20130512,20130507,20382,100,4,SO57225,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
480,20130430,20130512,20130507,20382,100,4,SO57225,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
225,20130430,20130512,20130507,19162,100,4,SO57226,1,6.9223,6.9223,8.99,0.7192,0.2248,9.934000000000001,2.0677000000000003
598,20130430,20130512,20130507,19162,100,4,SO57226,1,294.5797,294.5797,539.99,43.1992,13.4998,596.6890000000001,245.4103
477,20130430,20130512,20130507,19162,100,4,SO57226,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
478,20130430,20130512,20130507,19162,100,4,SO57226,1,3.7363,3.7363,9.99,0.7992,0.2498,11.039000000000001,6.2537
357,20130430,20130512,20130507,14118,19,6,SO57227,1,1265.6195,1265.6195,2319.99,185.5992,57.9998,2563.589,1054.3704999999998
480,20130430,20130512,20130507,14118,19,6,SO57227,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
355,20130430,20130512,20130507,11773,100,4,SO57228,1,1265.6195,1265.6195,2319.99,185.5992,57.9998,2563.589,1054.3704999999998
485,20130430,20130512,20130507,11773,100,4,SO57228,1,8.2205,8.2205,21.98,1.7584,0.5495,24.287899999999997,13.759500000000001
472,20130430,20130512,20130507,11773,100,4,SO57228,1,23.749,23.749,63.5,5.08,1.5875,70.1675,39.751000000000005
582,20130430,20130512,20130507,19563,6,9,SO57229,1,1082.51,1082.51,1700.99,136.0792,42.5248,1879.5939999999998,618.48
488,20130430,20130512,20130507,19563,6,9,SO57229,1,41.5723,41.5723,53.99,4.3192,1.3498,59.659000000000006,12.417700000000004
584,20130430,20130512,20130507,22174,6,9,SO57230,1,343.6496,343.6496,539.99,43.1992,13.4998,596.6890000000001,196.3404
467,20130430,20130512,20130507,22174,6,9,SO57230,1,9.1593,9.1593,24.49,1.9592,0.6123,27.0615,15.330699999999998
604,20130430,20130512,20130507,21001,6,9,SO57231,1,343.6496,343.6496,539.99,43.1992,13.4998,596.6890000000001,196.3404
214,20130430,20130512,20130507,21001,6,9,SO57231,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
606,20130430,20130512,20130507,21361,6,9,SO57232,1,343.6496,343.6496,539.99,43.1992,13.4998,596.6890000000001,196.3404
479,20130430,20130512,20130507,21361,6,9,SO57232,1,3.3623,3.3623,8.99,0.7192,0.2248,9.934000000000001,5.627700000000001
477,20130430,20130512,20130507,21361,6,9,SO57232,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
376,20130430,20130512,20130507,19787,6,9,SO57233,1,1554.9479,1554.9479,2443.35,195.468,61.0838,2699.9017999999996,888.4021
540,20130430,20130512,20130507,19787,6,9,SO57233,1,12.1924,12.1924,32.6,2.608,0.815,36.022999999999996,20.407600000000002
372,20130430,20130512,20130507,19789,6,9,SO57234,1,1554.9479,1554.9479,2443.35,195.468,61.0838,2699.9017999999996,888.4021
540,20130430,20130512,20130507,19789,6,9,SO57234,1,12.1924,12.1924,32.6,2.608,0.815,36.022999999999996,20.407600000000002
529,20130430,20130512,20130507,19789,6,9,SO57234,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
569,20130430,20130512,20130507,28871,100,1,SO57235,1,461.4448,461.4448,742.35,59.388,18.5588,820.2968000000001,280.90520000000004
222,20130430,20130512,20130507,28871,100,1,SO57235,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
225,20130430,20130512,20130507,28871,100,1,SO57235,1,6.9223,6.9223,8.99,0.7192,0.2248,9.934000000000001,2.0677000000000003
231,20130430,20130512,20130507,28871,100,1,SO57235,1,38.4923,38.4923,49.99,3.9992,1.2498,55.239000000000004,11.497700000000002
563,20130430,20130512,20130507,24354,100,4,SO57236,1,1481.9379,1481.9379,2384.07,190.7256,59.6018,2634.3974000000003,902.1321000000003
541,20130430,20130512,20130507,24354,100,4,SO57236,1,10.8423,10.8423,28.99,2.3192,0.7248,32.034,18.1477
530,20130430,20130512,20130507,24354,100,4,SO57236,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
606,20130430,20130512,20130507,22899,100,4,SO57237,1,343.6496,343.6496,539.99,43.1992,13.4998,596.6890000000001,196.3404
538,20130430,20130512,20130507,22899,100,4,SO57237,1,8.0373,8.0373,21.49,1.7192,0.5373,23.746499999999997,13.452699999999998
529,20130430,20130512,20130507,22899,100,4,SO57237,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
214,20130430,20130512,20130507,22899,100,4,SO57237,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
388,20130430,20130512,20130507,20024,100,4,SO57238,1,713.0798,713.0798,1120.49,89.6392,28.0123,1238.1415000000002,407.41020000000003
222,20130430,20130512,20130507,20024,100,4,SO57238,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
604,20130430,20130512,20130507,26842,98,10,SO57239,1,343.6496,343.6496,539.99,43.1992,13.4998,596.6890000000001,196.3404
605,20130430,20130512,20130507,11238,98,10,SO57240,1,343.6496,343.6496,539.99,43.1992,13.4998,596.6890000000001,196.3404
479,20130430,20130512,20130507,11238,98,10,SO57240,1,3.3623,3.3623,8.99,0.7192,0.2248,9.934000000000001,5.627700000000001
477,20130430,20130512,20130507,11238,98,10,SO57240,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
225,20130430,20130512,20130507,11238,98,10,SO57240,1,6.9223,6.9223,8.99,0.7192,0.2248,9.934000000000001,2.0677000000000003
576,20130430,20130512,20130507,14976,100,7,SO57241,1,1481.9379,1481.9379,2384.07,190.7256,59.6018,2634.3974000000003,902.1321000000003
214,20130430,20130512,20130507,14976,100,7,SO57241,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
363,20130501,20130513,20130508,12307,100,7,SO57242,1,1251.9813,1251.9813,2294.99,183.5992,57.3748,2535.964,1043.0086999999999
478,20130501,20130513,20130508,12307,100,7,SO57242,1,3.7363,3.7363,9.99,0.7992,0.2498,11.039000000000001,6.2537
477,20130501,20130513,20130508,12307,100,7,SO57242,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
222,20130501,20130513,20130508,12307,100,7,SO57242,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
357,20130501,20130513,20130508,12301,100,7,SO57243,1,1265.6195,1265.6195,2319.99,185.5992,57.9998,2563.589,1054.3704999999998
480,20130501,20130513,20130508,12301,100,7,SO57243,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
479,20130501,20130513,20130508,11505,19,6,SO57244,1,3.3623,3.3623,8.99,0.7192,0.2248,9.934000000000001,5.627700000000001
477,20130501,20130513,20130508,11505,19,6,SO57244,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
225,20130501,20130513,20130508,11505,19,6,SO57244,1,6.9223,6.9223,8.99,0.7192,0.2248,9.934000000000001,2.0677000000000003
536,20130501,20130513,20130508,15640,6,9,SO57245,1,11.2163,11.2163,29.99,2.3992,0.7498,33.138999999999996,18.773699999999998
480,20130501,20130513,20130508,15640,6,9,SO57245,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
536,20130501,20130513,20130508,15434,6,9,SO57246,1,11.2163,11.2163,29.99,2.3992,0.7498,33.138999999999996,18.773699999999998
477,20130501,20130513,20130508,24470,6,9,SO57247,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
214,20130501,20130513,20130508,24470,6,9,SO57247,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
477,20130501,20130513,20130508,22948,6,9,SO57248,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
214,20130501,20130513,20130508,22948,6,9,SO57248,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
228,20130501,20130513,20130508,13963,6,9,SO57249,1,38.4923,38.4923,49.99,3.9992,1.2498,55.239000000000004,11.497700000000002
465,20130501,20130513,20130508,13963,6,9,SO57249,1,9.1593,9.1593,24.49,1.9592,0.6123,27.0615,15.330699999999998
487,20130501,20130513,20130508,17479,6,9,SO57250,1,20.5663,20.5663,54.99,4.3992,1.3748,60.764,34.423700000000004
484,20130501,20130513,20130508,17479,6,9,SO57250,1,2.9733,2.9733,7.95,0.636,0.1988,8.7848,4.9767
376,20130501,20130513,20130508,12632,100,7,SO57251,1,1554.9479,1554.9479,2443.35,195.468,61.0838,2699.9017999999996,888.4021
540,20130501,20130513,20130508,12632,100,7,SO57251,1,12.1924,12.1924,32.6,2.608,0.815,36.022999999999996,20.407600000000002
588,20130501,20130513,20130508,18004,100,7,SO57252,1,419.7784,419.7784,769.49,61.5592,19.2373,850.2865,349.71160000000003
231,20130501,20130513,20130508,18004,100,7,SO57252,1,38.4923,38.4923,49.99,3.9992,1.2498,55.239000000000004,11.497700000000002
214,20130501,20130513,20130508,11223,19,6,SO57253,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
480,20130501,20130513,20130508,11504,100,4,SO57254,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
529,20130501,20130513,20130508,11163,100,4,SO57255,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
529,20130501,20130513,20130508,29109,100,4,SO57256,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
480,20130501,20130513,20130508,29109,100,4,SO57256,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
539,20130501,20130513,20130508,27214,100,4,SO57257,1,9.3463,9.3463,24.99,1.9992,0.6248,27.613999999999997,15.643699999999999
529,20130501,20130513,20130508,27214,100,4,SO57257,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
486,20130501,20130513,20130508,27214,100,4,SO57257,1,59.466,59.466,159.0,12.72,3.975,175.695,99.53399999999999
530,20130501,20130513,20130508,11215,19,6,SO57258,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
535,20130501,20130513,20130508,25338,100,1,SO57259,1,9.3463,9.3463,24.99,1.9992,0.6248,27.613999999999997,15.643699999999999
480,20130501,20130513,20130508,25338,100,1,SO57259,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
528,20130501,20130513,20130508,11185,19,6,SO57260,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
535,20130501,20130513,20130508,11185,19,6,SO57260,1,9.3463,9.3463,24.99,1.9992,0.6248,27.613999999999997,15.643699999999999
535,20130501,20130513,20130508,25842,100,4,SO57261,1,9.3463,9.3463,24.99,1.9992,0.6248,27.613999999999997,15.643699999999999
480,20130501,20130513,20130508,25842,100,4,SO57261,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
536,20130501,20130513,20130508,23282,100,1,SO57262,1,11.2163,11.2163,29.99,2.3992,0.7498,33.138999999999996,18.773699999999998
528,20130501,20130513,20130508,23282,100,1,SO57262,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
480,20130501,20130513,20130508,23282,100,1,SO57262,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
536,20130501,20130513,20130508,22756,100,4,SO57263,1,11.2163,11.2163,29.99,2.3992,0.7498,33.138999999999996,18.773699999999998
528,20130501,20130513,20130508,22756,100,4,SO57263,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
217,20130501,20130513,20130508,22756,100,4,SO57263,1,13.0863,13.0863,34.99,2.7992,0.8748,38.664,21.9037
540,20130501,20130513,20130508,24530,100,1,SO57264,1,12.1924,12.1924,32.6,2.608,0.815,36.022999999999996,20.407600000000002
529,20130501,20130513,20130508,24530,100,1,SO57264,1,1.4923,1.4923,3.99,0.3192,0.0998,4.409000000000001,2.4977
528,20130501,20130513,20130508,23588,100,1,SO57265,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
536,20130501,20130513,20130508,23588,100,1,SO57265,1,11.2163,11.2163,29.99,2.3992,0.7498,33.138999999999996,18.773699999999998
480,20130501,20130513,20130508,23588,100,1,SO57265,1,0.8565,0.8565,2.29,0.1832,0.0573,2.5305,1.4335
478,20130501,20130513,20130508,20509,100,4,SO57266,1,3.7363,3.7363,9.99,0.7992,0.2498,11.039000000000001,6.2537
478,20130501,20130513,20130508,20487,100,1,SO57267,1,3.7363,3.7363,9.99,0.7992,0.2498,11.039000000000001,6.2537
475,20130501,20130513,20130508,20306,100,4,SO57268,1,26.1763,26.1763,69.99,5.5992,1.7498,77.33899999999998,43.8137
477,20130501,20130513,20130508,18510,100,4,SO57269,1,1.8663,1.8663,4.99,0.3992,0.1248,5.514,3.1237000000000004
474,20130501,20130513,20130508,19543,100,1,SO57270,1,26.1763,26.1763,69.99,5.5992,1.7498,77.33899999999998,43.8137
473,20130501,20130513,20130508,19543,100,1,SO57270,1,23.749,23.749,63.5,5.08,1.5875,70.1675,39.751000000000005
